,year,selling_price,km_driven,owner,fuel_Diesel,seller_type_Dealer,transmission_Manual
0,0.7229728475242739,13.017002861746503,-0.5003004627305725,2,0,0,1
1,0.7229728475242739,12.384218830913648,-0.3002669927550053,0,0,1,1
2,-0.020708579818839983,12.206072645530174,1.0574276186859337,0,0,0,1
3,1.218145903633237,13.474427708785377,-4.523632720112666,0,0,1,0
4,-0.26884870227547814,11.77528972943772,1.0574276186859337,0,1,0,1
5,-0.5171121854745169,12.100712129872347,0.5448215042171592,4,1,0,1
6,0.970620750526107,14.799459938312244,0.1811216779857697,0,1,1,0
7,1.218145903633237,14.946912669455374,-1.0872952224538937,0,0,0,0
8,-1.5114021827713484,11.156250521031495,1.0574276186859337,4,0,0,1
9,-0.26884870227547814,11.225243392518447,-0.6994054427125851,0,0,0,1
10,-1.262644027605308,11.608235644774552,0.6937277924545419,4,1,0,1
11,0.22730830442961586,12.301382825334498,0.30161683271504247,0,0,1,1
12,1.4655484284706246,13.262125319779487,-2.366203819911413,0,0,0,1
13,-0.26884870227547814,12.762827201184564,-0.1967039067655605,2,1,1,1
14,-0.26884870227547814,11.77528972943772,0.6937277924545419,2,1,0,1
15,-0.5171121854745169,12.301382825334498,0.9474241609745148,4,1,0,1
16,0.7229728475242739,13.217673557208654,0.1811216779857697,0,1,0,1
17,-0.020708579818839983,11.736069016284437,1.1090365082733225,0,1,0,1
18,1.218145903633237,13.579788224443204,-1.235203440725807,0,1,1,1
19,1.4655484284706246,13.270783382522602,-0.33148443648300474,0,0,0,1
20,0.22730830442961586,14.727793268440891,-0.15479148609372717,0,1,0,0
21,1.4655484284706246,13.480037821676145,-2.366203819911413,0,0,0,1
22,0.970620750526107,14.880221294956703,-0.33148443648300474,0,1,0,0
23,-0.26884870227547814,12.611537753638338,1.4977716522955116,0,1,0,1
24,0.47520207282092564,13.457406021215947,-0.6951842627143943,2,1,0,1
25,0.7229728475242739,13.38472764187182,-0.8760983931018627,0,0,0,1
26,1.218145903633237,13.897090544956697,-1.5714902034145581,0,1,0,1
27,0.7229728475242739,13.321214236149494,-1.5714902034145581,2,1,0,1
28,-0.26884870227547814,13.081541382884074,0.5448215042171592,0,1,0,1
29,-1.0140097251477016,12.89921982609012,0.34584864967132756,0,1,1,1
30,-0.5171121854745169,12.691580461311874,0.37600547796959144,0,1,0,1
31,-3.006558946881823,11.440354772135393,0.7884211896999779,1,0,0,1
32,0.970620750526107,13.071070083016778,-0.26980185028988074,0,0,0,1
33,0.7229728475242739,12.765688433465597,-1.2077903771831686,0,0,0,1
34,-1.262644027605308,11.918390573078392,0.8269290062452419,2,0,0,1
35,1.218145903633237,13.592367006650065,-0.33148443648300474,0,0,0,1
36,-1.0140097251477016,12.506177237980511,1.6383877978109584,4,1,0,1
37,0.47520207282092564,13.840203170554645,0.6937277924545419,2,1,0,1
38,1.4655484284706246,12.487485104968359,-0.33148443648300474,0,0,0,1
39,0.970620750526107,12.89921982609012,1.0574276186859337,0,1,0,1
40,0.47520207282092564,13.304684934198283,0.1811216779857697,0,1,0,1
41,0.7229728475242739,13.554145793829866,-2.0840963178833305,0,0,0,0
42,-0.020708579818839983,12.013700752882718,0.1811216779857697,2,1,0,1
43,0.22730830442961586,13.071070083016778,1.0574276186859337,2,1,0,1
44,-1.262644027605308,12.30591798049989,-0.5000115260969409,0,0,1,1
45,1.218145903633237,13.345506928718539,0.3478447053075161,0,0,1,1
46,-1.5114021827713484,11.002099841204238,0.37600547796959144,0,0,0,1
47,1.218145903633237,12.821258284620408,-1.5714902034145581,0,0,0,0
48,-1.7602843140972828,11.461632170582678,0.9474241609745148,0,0,0,1
49,-0.020708579818839983,13.122363377404328,1.0574276186859337,0,1,0,1
50,1.218145903633237,13.795307850646754,-0.04937693445492199,0,1,0,1
51,-1.0140097251477016,11.918390573078392,0.9474241609745148,2,1,0,1
52,0.22730830442961586,13.304684934198283,-0.8059694936531373,0,1,1,1
53,0.7229728475242739,13.017002861746503,-0.35011051682743033,2,0,0,0
54,0.22730830442961586,12.254862809699606,-1.2077903771831686,0,0,0,1
55,1.218145903633237,13.955272500339433,-1.2077903771831686,0,1,0,1
56,-2.009290545219971,11.695247021764184,-1.2077903771831686,2,0,0,1
57,-0.26884870227547814,11.695247021764184,0.9474241609745148,0,1,0,1
58,1.4655484284706246,13.304684934198283,-2.9604022585834944,0,0,0,1
59,1.4655484284706246,12.89921982609012,-2.0840963178833305,0,0,0,1
60,1.4655484284706246,13.071070083016778,1.0574276186859337,2,1,0,1
61,1.4655484284706246,13.592367006650065,-0.9772917647424769,0,1,0,1
62,0.47520207282092564,13.579788224443204,0.012714959149037308,0,1,1,1
63,0.22730830442961586,13.217673557208654,0.6937277924545419,2,1,1,1
64,0.970620750526107,13.480037821676145,-0.925682875155086,0,1,0,0
65,-0.26884870227547814,12.072541252905651,0.5448215042171592,4,0,0,1
66,-0.5171121854745169,12.206072645530174,-0.7516751666859111,0,1,0,1
67,0.22730830442961586,13.592367006650065,-1.5714902034145581,0,1,0,1
68,-0.26884870227547814,12.560244459250788,-0.3622286680981577,0,0,1,1
69,-0.26884870227547814,12.765688433465597,-0.3963315856174522,0,0,0,1
70,-0.26884870227547814,12.524526376648708,0.1811216779857697,2,0,0,1
71,-0.020708579818839983,13.122363377404328,-0.6951842627143943,0,1,0,1
72,1.4655484284706246,13.815510557964274,-2.0840963178833305,0,1,0,1
73,0.22730830442961586,13.217673557208654,0.4116202904264614,2,0,0,1
74,0.7229728475242739,13.151922179645874,-0.925682875155086,0,1,0,1
75,-0.26884870227547814,12.409013489526863,-1.5725863550858796,0,0,1,1
76,-0.26884870227547814,12.345830240069793,-0.33148443648300474,2,0,0,1
77,-0.020708579818839983,13.217673557208654,0.5194900029909862,2,1,1,1
78,-0.7654991521320262,11.77528972943772,0.8269290062452419,4,1,0,1
79,1.218145903633237,12.611537753638338,-2.0224137316902087,0,0,0,1
80,1.218145903633237,13.997832114758229,-0.7121542119388747,0,0,1,1
81,0.970620750526107,13.217673557208654,-1.2147629015424546,0,0,1,0
82,0.7229728475242739,13.17115354157376,0.1811216779857697,0,1,0,1
83,-1.0140097251477016,12.429216196844383,1.0574276186859337,2,1,0,1
84,-1.0140097251477016,12.100712129872347,-0.6794791882677116,0,0,1,1
85,0.970620750526107,13.527828485512494,-0.33148443648300474,0,1,0,0
86,-0.020708579818839983,12.89921982609012,0.46322918001385016,0,1,1,1
87,0.7229728475242739,12.323855681186558,-0.925682875155086,0,0,0,1
